hh_ids,m_ids,dem_i_male,dem_i_age_yrs,dem_i_age_5yrgrp,dem_i_age_workage,dem_i_relhead,dem_i_hhead,dem_i_marstat,dem_i_tribe,dem_i_children_tot,dem_i_children_inhh
"KNBOK15","64134399155700000","Female",54,"[50 - 55)",1,"Household head",1,"Widowed","Kikuyu",1,2
"KNBOK15","64134427554100000","Female",4,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Kikuyu",,
"KNBOK15","89135781454900000","Male",16,"[15 - 20)",1,"Grandchild",0,"Never married/lived together","Kikuyu",,
"KNBOK15","64134427386500000","Male",12,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Kikuyu",,
"KNBOK16","64134373843900000","Male",33,"[30 - 35)",1,"Household head",1,"Married/living together","Luo",0,2
"KNBOK16","64134375407200000","Male",21,"[20 - 25)",1,"Brother or sister",0,"Never married/lived together","Luo",,
"KNBOK16","89136315237400000","Female",26,"[25 - 30)",1,"Cousin",0,"Never married/lived together","Luo",2,2
"KNBOK17","64134400263200000","Female",31,"[30 - 35)",1,"Household head",1,"Never married/lived together","Kisii",,
"KNBOK18","89136625528100000","Male",18,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK18","64134452134100000","Female",42,"[40 - 45)",1,"Husband or wife",0,"Married/living together","Kisii",2,2
"KNBOK18","64134482744200000","Male",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK18","64134482956800000","Female",2,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK18","50135410058900000","Female",20,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK18","64134482630800000","Male",56,"[55 - 60)",1,"Household head",1,"Married/living together","Kikuyu",2,1
"KNBOK19","64134399713800000","Male",39,"[35 - 40)",1,"Household head",1,"Married/living together","Kikuyu",2,0
"KNBOK19","89136403243000000","Male",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK19","64134428659700000","Female",28,"[25 - 30)",1,"Husband or wife",0,"Married/living together","Kikuyu",2,0
"KNBOK19","89136609606000000","Female",73,"[65+]",0,"Parent (mother or father)",0,"Widowed","Kikuyu",1,5
"KNBOK19","64134428935900000","Female",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK19","64134428788200000","Male",11,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK20","79135063035400000","Male",22,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Kikuyu",0,
"KNBOK20","79135063019900000","Female",29,"[25 - 30)",1,"Son or daughter",0,"Never married/lived together","Kikuyu",0,
"KNBOK20","79135062746000000","Female",54,"[50 - 55)",1,"Husband or wife",0,"Married/living together","Kikuyu",2,2
"KNBOK20","79135063028100000","Female",24,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK20","79135062979700000","Male",59,"[55 - 60)",1,"Household head",1,"Married/living together","Kikuyu",2,2
"KNBOK20","79135063042600000","Female",16,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK22","64134337808600000","Female",32,"[30 - 35)",1,"Household head",1,"Never married/lived together","Luo",1,0
"KNBOK22","64134337819400000","Female",21,"[20 - 25)",1,"Brother or sister",0,"Never married/lived together","Luo",1,0
"KNBOK22","64134337848100000","Female",1,"[0 - 5)",0,"Niece or nephew",0,"Never married/lived together","Luo",,
"KNBOK22","64134337841900000","Male",13,"[10 - 15)",0,"Niece or nephew",0,"Never married/lived together","Luo",,
"KNBOK22","64134337832100000","Female",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOK23","64134437007600000","Female",26,"[25 - 30)",1,"Husband or wife",0,"Married/living together","Luhya",,
"KNBOK23","64134433146600000","Male",27,"[25 - 30)",1,"Household head",1,"Married/living together","Luhya",,
"KNBOK23","89136299261800000","Male",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KNBOK25","64134340964500000","Male",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOK25","89135997889800000","Female",16,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOK25","64134340979000000","Male",1,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOK25","64134340957700000","Female",21,"[20 - 25)",1,"Husband or wife",0,"Married/living together","Luo",3,0
"KNBOK25","89136127292700000","Female",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOK25","64134340350900000","Male",42,"[40 - 45)",1,"Household head",1,"Married/living together","Luo",3,4
"KNBOK25","64134340972200000","Male",1,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOK26","89135824823900000","Male",25,"[25 - 30)",1,"Friend or neighbor",0,"Never married/lived together","Luo",,1
"KNBOK26","64134382466300000","Male",28,"[25 - 30)",1,"Household head",1,"Never married/lived together","Luo",,
"KNBOK26","89136489681100000","Male",21,"[20 - 25)",1,"Friend or neighbor",0,"Never married/lived together","Luo",,
"KNBOK26","64134392465100000","Female",22,"[20 - 25)",1,"Brother or sister",0,"Never married/lived together","Luo",0,1
"KNBOK27","64134332474600000","Male",15,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK27","64134330145000000","Female",35,"[35 - 40)",1,"Household head",1,"Separated/divorced","Kikuyu",4,1
"KNBOK27","64134330496100000","Female",18,"[15 - 20)",1,,0,"Never married/lived together","Kikuyu",,
"KNBOK27","64134332339000000","Male",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK27","64134331572300000","Female",18,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK29","62137334699200000","Female",47,"[45 - 50)",1,"Husband or wife",0,"Married/living together",,0,6
"KNBOK29","64134380651800000","Male",58,"[55 - 60)",1,"Household head",1,"Never married/lived together","Luhya",0,6
"KNBOK31","64134461552600000","Male",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOK31","64134460998200000","Male",14,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOK31","64134461155200000","Female",11,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOK31","64134460703500000","Female",36,"[35 - 40)",1,"Husband or wife",0,"Married/living together","Luo",4,0
"KNBOK31","64134459158700000","Male",39,"[35 - 40)",1,"Household head",1,"Married/living together","Luo",4,0
"KNBOK31","64134460832400000","Male",16,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOK32","50134684381200000","Male",4,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luo",0,0
"KNBOK32","64134329480500000","Female",55,"[55 - 60)",1,"Household head",1,"Widowed","Luo",0,5
"KNBOK32","64134329754600000","Female",7,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Luo",,
"KNBOK34","79134829607800000","Female",11,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luo",0,0
"KNBOK34","79134829614300000","Male",1,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOK34","79134829266800000","Female",43,"[40 - 45)",1,"Household head",1,"Married/living together","Luo",2,1
"KNBOK34","79134829600500000","Female",15,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOK34","79134829490300000","Female",33,"[30 - 35)",1,"Husband or wife",0,"Married/living together","Luo",2,1
"KNBOK35","50137379592800000","Female",33,"[30 - 35)",1,"Brother or sister",0,,,,
"KNBOK35","64134445473800000","Female",1,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOK35","64134445268900000","Male",30,"[30 - 35)",1,"Household head",1,"Married/living together","Luo",1,0
"KNBOK35","64134445408400000","Female",32,"[30 - 35)",1,"Husband or wife",0,"Married/living together","Luhya",1,0
"KNBOK36","79134986123400000","Female",43,"[40 - 45)",1,"Brother or sister",0,"Never married/lived together","Luo",0,0
"KNBOK36","79134986039800000","Male",26,"[25 - 30)",1,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOK36","79134985945000000","Male",32,"[30 - 35)",1,"Son or daughter",0,"Never married/lived together","Luo",2,0
"KNBOK36","89136177805000000","Female",23,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Luo",1,0
"KNBOK36","89136177933000000","Female",2,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luo",,
"KNBOK36","79134985767500000","Female",47,"[45 - 50)",1,"Household head",1,"Married/living together","Luo",2,3
"KNBOK38","79135089120200000","Male",36,"[35 - 40)",1,"Household head",1,"Never married/lived together","Embu",,
"KNBOK39","79135114710200000","Male",25,"[25 - 30)",1,"Household head",1,"Separated/divorced","Luo",1,0
"KNBOK39","79135114850500000","Male",18,"[15 - 20)",1,"Brother or sister",0,"Never married/lived together","Luo",0,
"KNBOK39","79135114810400000","Female",24,"[20 - 25)",1,"Husband or wife",0,"Married/living together","Luo",0,1
"KNBOK39","79135114857800000","Female",3,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOK40","79135124188900000","Male",20,"[20 - 25)",1,"Household head",1,"Never married/lived together","Luhya",0,0
"KNBOK40","50135332375100000","Male",21,"[20 - 25)",1,,0,"Never married/lived together",,,
"KNBOK41","50135271114900000","Male",67,"[65+]",0,"Household head",1,"Married/living together","Kikuyu",0,8
"KNBOK42","50135417760600000","Female",50,"[50 - 55)",1,"Household head",1,"Separated/divorced","Kikuyu",1,1
"KNBOK42","50135417907100000","Female",21,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOM02","62134390349000000","Female",2,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOM02","62135014030300000","Female",1,"[0 - 5)",0,"Niece or nephew",0,"Never married/lived together","Luo",0,
"KNBOM02","62134390089800000","Female",21,"[20 - 25)",1,"Household head",1,"Never married/lived together","Luo",1,0
"KNBOM02","62136764752200000","Male",25,"[25 - 30)",1,"Unmarried partner",0,"Married/living together","Luo",1,0
"KNBOM03","62134391358700000","Female",32,"[30 - 35)",1,"Husband or wife",0,"Married/living together","Kikuyu",2,0
"KNBOM03","62134391031900000","Male",44,"[40 - 45)",1,"Household head",1,"Married/living together","Kamba",3,6
"KNBOM03","62136437668800000","Female",23,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Meru",,
"KNBOM03","62134391619400000","Female",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KNBOM03","62134391513500000","Female",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KNBOM03","62134391691100000","Male",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KNBOM04","62134426154100000","Female",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KNBOM04","62134425991900000","Female",27,"[25 - 30)",1,"Husband or wife",0,"Married/living together","Luo",3,0
"KNBOM04","62134426420000000","Female",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",0,0
"KNBOM04","62134426485100000","Male",5,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KNBOM04","62134426330600000","Male",47,"[45 - 50)",1,"Household head",1,"Married/living together","Luhya",3,0
"KNBOM11","62134337637200000","Female",22,"[20 - 25)",1,"Household head",1,"Never married/lived together","Kisii",,
"KNBOM11","62134337927700000","Female",21,"[20 - 25)",1,"Friend or neighbor",0,"Never married/lived together","Kisii",,
"KNBOM11","62134337350300000","Female",25,"[25 - 30)",1,"Friend or neighbor",0,"Never married/lived together","Kisii",,
"KNBOM11","62137761760800000","Female",15,"[15 - 20)",1,"Friend or neighbor",0,"Never married/lived together","Kisii",,
"KNBOM13","62137663892600000","Female",14,"[10 - 15)",0,"Niece or nephew",0,"Never married/lived together","Kikuyu",,
"KNBOM13","62136490160800000","Male",0,"[0 - 5)",0,"Niece or nephew",0,"Never married/lived together","Kikuyu",,
"KNBOM13","62134364478100000","Female",8,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOM13","62136490111200000","Female",19,"[15 - 20)",1,"Brother or sister",0,"Never married/lived together","Kikuyu",1,0
"KNBOM13","62134364260000000","Female",27,"[25 - 30)",1,"Household head",1,"Never married/lived together","Kikuyu",1,0
"KNBOM14","62134339787000000","Male",27,"[25 - 30)",1,"Brother or sister",0,"Never married/lived together","Luo",,
"KNBOM14","62134340582800000","Male",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOM14","62134340491100000","Female",8,"[5 - 10)",0,"Foster or adopted parent",0,"Never married/lived together","Luo",,
"KNBOM14","62136379603300000","Female",25,"[25 - 30)",1,"Brother or sister",0,"Never married/lived together","Luo",,0
"KNBOM14","62134339332400000","Male",21,"[20 - 25)",1,"Household head",1,"Married/living together","Luo",1,0
"KNBOM14","62134340208600000","Female",23,"[20 - 25)",1,"Husband or wife",0,"Never married/lived together","Luo",1,0
"KNBOM15","62134362978100000","Male",27,"[25 - 30)",1,"Household head",1,"Never married/lived together","Kikuyu",,
"KNBOM16","62134330289700000","Female",28,"[25 - 30)",1,"Household head",1,"Separated/divorced","Luo",3,0
"KNBOM16","62134330655300000","Female",5,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together",,,
"KNBOM16","62134330649000000","Female",8,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kisii",,
"KNBOM16","62134330665200000","Male",1,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together",,,
"KNBOM19","62134372906100000","Female",42,"[40 - 45)",1,"Household head",1,"Separated/divorced","Luhya",1,1
"KNBOM19","62134373193700000","Female",18,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KNBOM19","62134623971600000","Female",18,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KNBOM22","62134467309300000","Female",15,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOM22","62134348506600000","Female",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOM22","62134347918700000","Male",19,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOM22","62134356887800000","Female",22,"[20 - 25)",1,"Foster or adopted child",0,"Never married/lived together","Kikuyu",,
"KNBOM22","62134348212300000","Female",46,"[45 - 50)",1,"Household head",1,"Never married/lived together","Kikuyu",2,1
"KNBOM22","62134348621100000","Female",1,"[0 - 5)",0,"Foster or adopted parent",0,"Never married/lived together","Kikuyu",,
"KNBOM25","62134363763800000","Female",20,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOM25","62134363618000000","Male",67,"[65+]",0,"Husband or wife",0,"Married/living together","Kikuyu",3,2
"KNBOM25","62134363998100000","Female",21,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOM25","62134363881900000","Female",16,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOM25","62134363376300000","Female",48,"[45 - 50)",1,"Household head",1,"Married/living together","Kikuyu",3,2
"KNBOM26","62134346798900000","Female",5,"[5 - 10)",0,"Niece or nephew",0,"Never married/lived together","Luhya",,
"KNBOM26","62134346696700000","Male",11,"[10 - 15)",0,"Niece or nephew",0,"Never married/lived together","Luhya",,
"KNBOM26","62134346102200000","Female",23,"[20 - 25)",1,"Niece or nephew",0,"Never married/lived together","Luo",1,0
"KNBOM26","62134346589900000","Female",13,"[10 - 15)",0,"Niece or nephew",0,"Never married/lived together","Luhya",,
"KNBOM26","62135461842100000","Female",20,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOM26","62137353674400000","Female",8,"[5 - 10)",0,"Niece or nephew",0,"Never married/lived together","Luo",,
"KNBOM26","62134346378700000","Male",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Taita/Taveta",,
"KNBOM26","62134346412300000","Female",38,"[35 - 40)",1,"Brother or sister",0,"Separated/divorced","Luo",3,0
"KNBOM26","62134346297900000","Female",1,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Luo",,
"KNBOM26","62134345726400000","Female",41,"[40 - 45)",1,"Household head",1,"Widowed","Luo",1,2
"KNBOM26","62137353660500000","Male",11,"[10 - 15)",0,"Niece or nephew",0,"Never married/lived together","Luo",,
"KNBOM31","62134347100000000","Male",16,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kamba",,
"KNBOM31","62137662931300000","Male",58,"[55 - 60)",1,"Mother or farther in law",0,"Married/living together","Kamba",,
"KNBOM31","62134347401900000","Male",15,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kamba",,
"KNBOM31","62134347056700000","Male",41,"[40 - 45)",1,"Household head",1,"Married/living together","Kamba",2,4
"KNBOM32","62136406481700000","Female",0,"[0 - 5)",0,"Niece or nephew",0,"Never married/lived together","Kikuyu",,
"KNBOM32","62135827394800000","Male",14,"[10 - 15)",0,"Son or daughter in law",0,"Never married/lived together","Kikuyu",0,
"KNBOM32","62134424394500000","Male",47,"[45 - 50)",1,"Household head",1,"Married/living together","Kikuyu",2,1
"KNBOM32","62134424842100000","Female",35,"[35 - 40)",1,"Husband or wife",0,"Married/living together","Kikuyu",2,1
"KNBOM32","62135832954100000","Female",14,"[10 - 15)",0,"Niece or nephew",0,"Never married/lived together","Kikuyu",,
