hh_ids,hh_int_situation,hh_circ_move_why,hh_circ_move_when,hh_circ_problems,hh_inf_wall_material,hh_inf_roof_material,hh_inf_floor_material,hh_inf_cookfuel_source,hh_inf_lighting_source,hh_inf_water_source,hh_inf_rooms_habitable,hh_inf_rooms_other,hh_inf_toilet_type,hh_inf_toilet_shared,hh_inf_housing_type,hh_inf_electricity_access,hh_inf_interiorcond,hh_inf_exteriorcond,hh_asset_internet_access,hh_asset_iron_any,hh_asset_mosqnets_N,hh_asset_towels_N,hh_asset_fryingpan_N,hh_env_settingdesc,hh_env_desc,hh_env_dilapbuildings,hh_env_streets,hh_env_trash,hh_ownership_type,hh_ownership_plotacquisition,hh_ownership_houseacquisition,hh_ownership_docu,hh_otherprop_any,hh_otherprop_N,hh_otherprop1_docu,hh_otherprop1_use,hh_otherprop1_value,hh_otherprop2_use,hh_otherprop2_value,hh_otherprop2_docu,hh_otherprop3_docu,hh_otherprop3_use,hh_otherprop3_value,hh_othershamba_N,hh_othershamba1_docu,hh_othershamba1_use,hh_othershamba1_value,hh_othershamba2_docu,hh_othershamba2_use,hh_othershamba2_value,hh_othershamba3_docu,hh_othershamba3_use,hh_othershamba3_value
"KMAKE18","01=Initial questionnaire","20=Health reasons",10/1/2009,"02=Lack of doors or inability to lock house,04=Pests: mice, rats, roaches, bedbugs, other insects","Brick/block","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Stream/River",2,1,"Pit latrine, covered","Private","Shack","No access","Dilapidated","Dilapidated","Does not access internet","No",0,1,1,"Rural","02=Single family detached houses","01=A few of them","dusty","01=Minor accumulation",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","Yes",1,"01=No written agreement","01=Personal use",250000,"",,"","","",,,"","",,"","",,"","",
"KMAKE21","01=Initial questionnaire","02=Marriage",11/1/1990,"04=Pests: mice, rats, roaches, bedbugs, other insects,07=Extremely hot or cold","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Unprotected spring",3,2,"Pit latrine, covered","Shared","House/bungalow","No access","Some peeling paint, cracks in walls, rusted iron sheets","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",1,0,1,"Rural","07=Open space, park, forest, farm, ranch","01=A few of them","dusty","01=Minor accumulation",1,"Inherited","Built using ROSCA and regular income to buy materials kidogo-kidogo","No written agreement","Yes",,"","",,"",,"","","",,1,"02=Yes, a written agreement, but not a title deed","04=Agricultural property",40000,"","",,"","",
"KMAKE23","01=Initial questionnaire","03=Started own household",8/1/2001,"01=Leaky roof or ceilling,02=Lack of doors or inability to lock house,03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects","Brick/block","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Unprotected spring",4,1,"Pit latrine, covered","Shared","House/bungalow","No access","Some peeling paint, cracks in walls, rusted iron sheets","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","Yes",2,1,1,"Rural","02=Single family detached houses","01=A few of them","dusty","01=Minor accumulation",1,"Inherited","Built using ROSCA and regular income to buy materials kidogo-kidogo","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKE27","01=Initial questionnaire","03=Started own household",1/1/2011,"04=Pests: mice, rats, roaches, bedbugs, other insects","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Stream/River",3,1,"Pit latrine, covered","Private","House/bungalow","No access","No major problems","No major problems","Does not access internet","No",2,1,1,"Rural","07=Open space, park, forest, farm, ranch","01=A few of them","none","01=Minor accumulation",1,"Inherited","Built using ROSCA and regular income to buy materials kidogo-kidogo","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKE28","01=Initial questionnaire","01=No move",,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects","Brick/block","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Unprotected spring",3,2,"Pit latrine, covered","Shared","Shack","No access","Some peeling paint, cracks in walls, rusted iron sheets","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","Yes",2,0,0,"Rural","07=Open space, park, forest, farm, ranch","01=A few of them","dusty","01=Minor accumulation",1,"Inherited","Built using ROSCA and regular income to buy materials kidogo-kidogo","No written agreement","Yes",1,"03=Yes, a title deed","04=Agricultural property",50000,"",,"","","",,,"","",,"","",,"","",
"KMAKE29","01=Initial questionnaire","03=Started own household",7/3/2002,"01=Leaky roof or ceilling,03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects,07=Extremely hot or cold","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Stream/River",4,1,"Pit latrine, covered","Private","House/bungalow","No access","No major problems","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",0,3,1,"Rural","07=Open space, park, forest, farm, ranch","01=A few of them","eroded","",1,"Inherited","Built using ROSCA and regular income to buy materials kidogo-kidogo","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKE30","01=Initial questionnaire","02=Marriage",11/1/1990,"01=Leaky roof or ceilling,07=Extremely hot or cold","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Stream/River",2,1,"Pit latrine, covered","Private","House/bungalow","No access","Some peeling paint, cracks in walls, rusted iron sheets","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","Yes",3,0,2,"Rural","07=Open space, park, forest, farm, ranch","01=A few of them","none","01=Minor accumulation",1,"Inherited","Built using ROSCA and regular income to buy materials kidogo-kidogo","No written agreement","Yes",1,"03=Yes, a title deed","04=Agricultural property",15000000,"",,"","","",,,"","",,"","",,"","",
"KMAKE32","01=Initial questionnaire","02=Marriage",6/1/1992,"01=Leaky roof or ceilling,04=Pests: mice, rats, roaches, bedbugs, other insects,07=Extremely hot or cold","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Stream/River",3,1,"Pit latrine, covered","Shared","House/bungalow","No access","Some peeling paint, cracks in walls, rusted iron sheets","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",1,0,1,"Rural","02=Single family detached houses","02=Most of them","dusty","01=Minor accumulation",1,"Inherited","Built using ROSCA and regular income to buy materials kidogo-kidogo","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKE33","01=Initial questionnaire","17=Private displacement (owner moved into unit, unit sold)",9/1/2003,"01=Leaky roof or ceilling,02=Lack of doors or inability to lock house,03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects,06=Insecure or crumbling walls","Brick/block","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Stream/River",2,1,"Pit latrine, uncovered","Private","Shack","No access","Dilapidated","Dilapidated","Does not access internet","No",0,0,1,"Rural","07=Open space, park, forest, farm, ranch","01=A few of them","dusty","01=Minor accumulation",1,"Inherited","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKE34","01=Initial questionnaire","",1/1/1985,"01=Leaky roof or ceilling,02=Lack of doors or inability to lock house,04=Pests: mice, rats, roaches, bedbugs, other insects,07=Extremely hot or cold","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Stream/River",3,1,"Pit latrine, covered","Private","House/bungalow","No access","Needs substantial painting, refilling, repair","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",1,2,1,"Rural","07=Open space, park, forest, farm, ranch","01=A few of them","eroded","01=Minor accumulation",1,"Inherited",,"No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKE35","01=Initial questionnaire","15=Needed larger house or apartment",4/1/2000,"01=Leaky roof or ceilling,03=Broken or missing windows,04=Pests: mice, rats, roaches, bedbugs, other insects,06=Insecure or crumbling walls,07=Extremely hot or cold","Mud/wood","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Unprotected spring",2,1,"Pit latrine, uncovered","Private","Other temporary or semi-permanent structure","No access","Dilapidated","Dilapidated","Does not access internet","No",2,0,1,"Rural","07=Open space, park, forest, farm, ranch","02=Most of them","none","01=Minor accumulation",1,"Inherited","Built using ROSCA and regular income to buy materials kidogo-kidogo","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKL01","01=Initial questionnaire","02=Marriage",11/13/2005,"04=Pests: mice, rats, roaches, bedbugs, other insects,07=Extremely hot or cold","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Purchased firewood","Paraffin","Stream/River",2,1,"Pit latrine, covered","Private","House/bungalow","No access","Needs substantial painting, refilling, repair","Needs substantial painting, refilling, repair","Does not access internet","Yes",1,0,0,"Rural","03=Single family attached houses","01=A few of them","no major problems","98=None",1,"Inherited","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKL02","01=Initial questionnaire","02=Marriage",6/1/2005,"05=Floods with rain or sewage","Brick/block","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Stream/River",2,1,"Pit latrine, covered","Private","House/bungalow","No access","Needs substantial painting, refilling, repair","Needs substantial painting, refilling, repair","Does not access internet","Yes",1,1,0,"Rural","02=Single family detached houses","01=A few of them","no issues","98=None",1,"Inherited","Inherited","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKL05","01=Initial questionnaire","02=Marriage",5/1/2003,"03=Broken or missing windows","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Purchased firewood","Paraffin","Unprotected well",3,1,"Pit latrine, uncovered","Private","House/bungalow","No access","No major problems","No major problems","Does not access internet","Yes",3,2,0,"Rural","03=Single family attached houses","98=None","no major problems","98=None",1,"Inherited","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKL06","01=Initial questionnaire","01=No move",1/1/1999,"01=Leaky roof or ceilling,02=Lack of doors or inability to lock house,03=Broken or missing windows","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Unprotected well",3,2,"Pit latrine, uncovered","Private","House/bungalow","No access","Needs substantial painting, refilling, repair","Needs substantial painting, refilling, repair","Does not access internet","Yes",2,1,0,"Rural","03=Single family attached houses","98=None","no issues","98=None",1,"Inherited","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKL07","01=Initial questionnaire","03=Started own household",1/1/1999,"01=Leaky roof or ceilling,03=Broken or missing windows,06=Insecure or crumbling walls","Brick/block","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Unprotected well",1,1,"Pit latrine, covered","Shared","House/bungalow","No access",,,"Does not access internet","No",0,0,0,"Rural","","","","",1,"Inherited","Gifts from community, family, friends","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKL08","01=Initial questionnaire","02=Marriage",1/1/1986,"01=Leaky roof or ceilling,03=Broken or missing windows,05=Floods with rain or sewage,06=Insecure or crumbling walls","Brick/block","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Unprotected well",2,1,"Pit latrine, uncovered","Private","House/bungalow","No access","Needs substantial painting, refilling, repair","Some peeling paint, cracks in walls, rusted iron sheets","Does not access internet","No",2,1,0,"Rural","03=Single family attached houses","01=A few of them","no issues","98=None",1,"Bought plot using assets/savings kept elsewhere","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKL09","01=Initial questionnaire","12=Wanted better neighborhood",1/1/1986,"03=Broken or missing windows,06=Insecure or crumbling walls","Brick/block","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Unprotected well",2,1,"Pit latrine, uncovered","Shared","House/bungalow","No access","Needs substantial painting, refilling, repair","Needs substantial painting, refilling, repair","Does not access internet","No",1,0,0,"Rural","03=Single family attached houses","98=None","no issues","98=None",1,"Inherited","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKL10","01=Initial questionnaire","02=Marriage",1/1/1994,"01=Leaky roof or ceilling,05=Floods with rain or sewage","Brick/block","Corrugated iron, mabati","Earth/Cowdung","Purchased firewood","Paraffin","Unprotected well",3,1,"Pit latrine, covered","Private","House/bungalow","No access","Needs substantial painting, refilling, repair","Needs substantial painting, refilling, repair","Does not access internet","No",3,1,0,"Rural","02=Single family detached houses","98=None","no issues","98=None",1,"Inherited","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKL11","01=Initial questionnaire","17=Private displacement (owner moved into unit, unit sold)",1/1/2009,"","Mud/cement","Corrugated iron, mabati","Earth/Cowdung","Collected firewood","Paraffin","Unprotected well",2,1,"Pit latrine, uncovered","Private","House/bungalow","No access","Needs substantial painting, refilling, repair","Needs substantial painting, refilling, repair","Does not access internet","No",1,0,0,"Rural","07=Open space, park, forest, farm, ranch","03=There are no buildings within 100meters","no issues","98=None",1,"Inherited","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKL12","01=Initial questionnaire","02=Marriage",11/1/1998,"01=Leaky roof or ceilling","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Purchased firewood","Paraffin","Unprotected spring",4,1,"Pit latrine, covered","Private","House/bungalow","No access","No major problems","No major problems","Does not access internet","Yes",2,2,0,"Rural","03=Single family attached houses","98=None","no issues","98=None",1,"Bought plot using assets/savings kept elsewhere","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
"KMAKL13","01=Initial questionnaire","03=Started own household",1/1/1998,"05=Floods with rain or sewage","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Collected firewood","Paraffin","Unprotected well",4,4,"Pit latrine, covered","Private","House/bungalow","No access",,,"Does not access internet","Yes",4,2,0,"Rural","","","","",1,"Inherited","Built using assets/savings kept elsewhere","No written agreement","Yes",1,"01=No written agreement","04=Agricultural property",28000,"",,"","","",,,"","",,"","",,"","",
"KMAKL15","01=Initial questionnaire","01=No move",9/9/1999,"09=None","Brick/block","Corrugated iron, mabati","Cement/Concrete/Slab","Purchased firewood","Paraffin","Borehole",3,2,"Pit latrine, uncovered","Private","House/bungalow","No access","No major problems","No major problems","Does not access internet","Yes",5,1,1,"Rural","03=Single family attached houses","98=None","no major issues","98=None",1,"Inherited","Used local materials","No written agreement","No",,"","",,"",,"","","",,,"","",,"","",,"","",
